fecha,boletin,titulo,status,fecha_sort,boletin
06/01/2009,6348-11,"Modifica ley N° 19.419, que regula actividades relacionadas con el tabaco, en lo relativo al expendio de tabaco cerca de establecimientos educacionales y, a su consumo en restaurantes.",Archivado,2009/01/06,6348-11
22/12/2008,6317-12,"Incorpora la reducción, reutilización y reciclaje, como principios orientadores en la protección ambiental.",Archivado,2008/12/22,6317-12
22/12/2008,6313-07,Aumenta las penas para el delito de usurpación de aguas.,Archivado,2008/12/22,6313-07
22/12/2008,6320-03,"Modifica ley N° 19.496, con el objeto de asegurar la transparencia en los cobros derivados de operaciones en que se otorgue crédito directo al consumidor.",Archivado,2008/12/22,6320-03
18/12/2008,6298-05,"Propone eliminación  del Boletín Comercial y Central de Información de la SBIF y, establece un sistema consolidado de deudas dependientes del Banco Central.",Archivado,2008/12/18,6298-05
18/12/2008,6299-03,"Modifica el artículo 25 de ley N° 19.496, sobre protección de los derechos de los consumidores, en el sentido de incorporar una nueva exigencia a los proveedores de automóviles.",Archivado,2008/12/18,6299-03
18/12/2008,6307-21,"Modifica la letra d) del artículo 122 de la ley de pesca y acuicultura, con el objeto de evitar el ingreso de equipos y materiales que afecten o puedan afectar los recursos o productos hidrobiológicos.",En tramitación,2008/12/18,6307-21
17/12/2008,6287-07,Establece una auditoría energética en  las instalaciones del Congreso nacional.,En tramitación,2008/12/17,6287-07
17/12/2008,6283-15,Establece la obligatoriedad del tratamiento médico en casos de reincidencia en el manejo bajo estado de ebriedad.,En tramitación,2008/12/17,6283-15
17/12/2008,6281-03,Incorpora normas sobre casos de interrupción de servicios continuos a la ley del consumidor.,Archivado,2008/12/17,6281-03
16/12/2008,6272-03,"Modifica la ley N° 19.496, sobre Protección de los Derechos de los Consumidores, en lo relativo al otorgamiento de tarjetas de crédito pre aprobadas y a menores de edad.",Archivado,2008/12/16,6272-03
11/12/2008,6258-03,"Fomenta la generación residencial de energía, a través del sistema de Medición Neta de Electricidad.",Archivado,2008/12/11,6258-03
11/12/2008,6266-07,"Modifica ley N° 20.084, que establece un sistema de responsabilidad de los adolescentes por infracciones a la ley penal, en lo relativo a las sanciones no privativas de libertad, a las reglas de procedimiento y, al principio de oportunidad.",Archivado,2008/12/11,6266-07
10/12/2008,6245-05,Regula el sobreendeudamiento.,Archivado,2008/12/10,6245-05
09/12/2008,6242-21,"Modifica la ley general de pesca y acuicultura en materia del concepto de embarcación artesanal y de su clasificación por eslora, del reemplazo de la inscripción en el Registro Pesquero Artesanal y de los requisitos  para inscribirse en el mismos registro.",Publicado,2008/12/09,6242-21
03/12/2008,6231-05,"Faculta al Presidente de la República para realizar un aporte extraordinario de capital al Banco del Estado de Chile, y amplía el patrimonio del D.L. N° 3.472, de 1980, que creó el Fondo de Garantía para Pequeños  Empresarios.",Publicado,2008/12/03,6231-05
19/11/2008,6208-09,Introduce modificaciones al Código de Aguas.,En tramitación,2008/11/19,6208-09
18/11/2008,6206-14,"Modifica las disposiciones de la  ley N° 19.537, sobre copropiedad inmobiliaria, la conservación de los condominios y la transparencia en su administración.",Archivado,2008/11/18,6206-14
06/11/2008,6191-19,"Modifica la ley N° 19.132, de Televisión Nacional de Chile.",Publicado,2008/11/06,6191-19
06/11/2008,6190-19,Permite la introducción de la televisión digital terrestre.,Publicado,2008/11/06,6190-19
29/10/2008,6174-05,Establece una franquicia tributaria respecto de sistemas solares térmicos.,Publicado,2008/10/29,6174-05
16/10/2008,6162-03,Establece la obligación del proveedor de detallar los cobros facturados en las boletas de servicios.,Archivado,2008/10/16,6162-03
02/10/2008,6127-03,"Modifica Art. 32 de ley N° 19.496, incorporando un nuevo inciso segundo, que exige información nutricional y rotulación de los productos alimenticios vendidos a través de Internet.",Archivado,2008/10/02,6127-03
01/10/2008,6115-13,"Proporciona un seguro a quienes se desempeñan en funciones laborales relativas al transporte y comunicación de correspondencia como, asimismo, actualización de estados de consumo de servicios.",Retirado,2008/10/01,6115-13
01/10/2008,6136-03,"Regula el envío de correos electrónicos y de llamadas o spams telefónicos, de carácter comercial o publicitario.",Archivado,2008/10/01,6136-03
30/09/2008,6116-05,Ley de Presupuesto para el Sector Público.,Publicado,2008/09/30,6116-05
15/09/2008,6101-06,Regula funcionamiento de restaurantes en días de elecciones y plebiscitos.,Archivado,2008/09/15,6101-06
11/09/2008,6103-06,"Modifica la ley N° 19.925, sobre expendio y consumo de bebidas alcohólicas, respecto de los establecimientos de expendio de bebidas alcohólicas ubicados en las Regiones de Aysén y Magallanes.",Archivado,2008/09/11,6103-06
10/09/2008,6088-05,"Incorpora a la ley N° 20.063, el combustible gas natural licuado y modifica el decreto con fuerza de ley N° 1, de 1978, del Ministerio de Minería.",Publicado,2008/09/10,6088-05
10/09/2008,6097-15,Obliga a las empresas concesionarias de servicios de telefonía local a instalar a sus suscriptores un medidor de consumo telefónico.,En tramitación,2008/09/10,6097-15
02/09/2008,6049-03,"Establece la responsabilidad del dueño, poseedor o mero tenedor de lugares destinados al estacionamiento de vehículos motorizados.",Archivado,2008/09/02,6049-03
21/08/2008,6044-06,"Modifica la ley N° 19.884, sobre límite y control del gasto electoral, para establecer la obligación de publicar las fuentes de financiamiento, en el caso de encuestas de opinión pública.",Archivado,2008/08/21,6044-06
21/08/2008,6045-12,Establece la prohibición del uso de bolsas plásticas no biodegradables.,En tramitación,2008/08/21,6045-12
20/08/2008,6041-08,Regula el pago de las tarifas eléctricas de las generadoras residenciales.,Publicado,2008/08/20,6041-08
20/08/2008,6046-12,Prohíbe el uso de bolsas plásticas no biodegradables.,Archivado,2008/08/20,6046-12
19/08/2008,6037-11,Regula los incentivos comerciales a la venta de medicamentos que se expenden bajo receta médica.,Publicado,2008/08/19,6037-11
30/07/2008,6000-12,Establece la certificación de la leña y autoriza sistemas de calefacción y energía en base a leña con combustión de doble cámara en zonas saturadas.,Archivado,2008/07/30,6000-12
29/07/2008,5981-03,Protección de los derechos de los consumidores en la materia que indica.,Archivado,2008/07/29,5981-03
10/07/2008,5968-11,"Modifica la ley N° 19.925, en lo relativo a menores sorprendidos  consumiendo bebidas alcohólicas en la vía pública.",Archivado,2008/07/10,5968-11
09/07/2008,5966-08,Sobre energía nuclear.,Archivado,2008/07/09,5966-08
09/07/2008,5967-08,"Establece estándares mínimos de desempeño energético, de los artefactos eléctricos que se comercialicen en el territorio nacional.",En tramitación,2008/07/09,5967-08
03/07/2008,5949-03,Establece la obligación de restaurantes de publicar precios en la entrada del local.,Archivado,2008/07/03,5949-03
02/07/2008,5940-06,Establece el Estatuto Especial de Gobierno y Administración para el territorio de la Isla de Pascua.,Consulta archivo,2008/07/02,5940-06
02/07/2008,5946-07,"Modifica la ley N° 20.084, que establece un sistema de responsabilidad de los adolescentes por infracciones a la ley penal, en lo relativo a la rehabilitación de adolescentes con problemas de dependencia de sustancias ilícitas y de alcohol.",Archivado,2008/07/02,5946-07
01/07/2008,5934-01,Establece normas sobre elaboración y comercialización de aceites de oliva y de orujo de oliva.,En tramitación,2008/07/01,5934-01
01/07/2008,5939-06,"Modifica la ley N° 19.925, sobre expendio y consumo de bebidas alcohólicas, en lo relativo al horario de funcionamiento diferenciado para los establecimientos de una comuna.",Archivado,2008/07/01,5939-06
01/07/2008,5933-11,Establece ley marco sobre salud y derechos sexuales reproductivos.,Archivado,2008/07/01,5933-11
27/06/2008,5937-08,"Impide a las empresas concesionarias de electricidad, suspender o cortar el suministro eléctrico por deudas originadas en servicios ajenos a su función de concesionarias de un servicio público.",Archivado,2008/06/27,5937-08
11/06/2008,5898-07,"Regula obligación de ciertas autoridades públicas de constituir un mandato especial de administación ciega de patrimonio y de enajenar activos, en los casos y forma que indica.",En tramitación,2008/06/11,5898-07
10/06/2008,5912-11,Garantiza igualdad de horarios de funcionamiento de establecimientos de expendio de bebidas alcohólicas.,Archivado,2008/06/10,5912-11
10/06/2008,5909-13,Exime del trámite de insinuación de donaciones a las propinas y regula su reconocimiento como fuente de ingresos para un trabajador.,Archivado,2008/06/10,5909-13
04/06/2008,5902-05,"Adiciona recursos al Fondo de Estabilización de Precios de Combustibles Derivados del Petróleo, autoriza una capitalización de ENAP por el monto que indica, e introduce otras modificaciones que señala.",Publicado,2008/06/04,5902-05
03/06/2008,5889-11,Establece la existencia de kioscos saludables en los establecimientos educacionales.,Archivado,2008/06/03,5889-11
15/05/2008,5876-11,"Modifica la ley N° 19.419, que regula actividades relacionadas con el tabaco, permitiendo que los establecimientos para fumadores sean utilizados para no fumadores en determinados horarios.",Archivado,2008/05/15,5876-11
29/04/2008,5836-07,Reforma el sistema registral y notarial.,En tramitación,2008/04/29,5836-07
16/04/2008,5822-05,"Elimina el componente fijo del impuesto específico que grava la utilización de los combustibles, gas natural comprimido y gas licuado de petróleo, señalado en la ley N°18.502",Publicado,2008/04/16,5822-05
09/04/2008,5805-12,"modifica la ley Nº 19.300, sobre Bases Generales del Medio Ambiente, y el Código de Aguas, en lo relativo a la Evaluación de Impacto Ambiental de las pequeñas y medianas centrales hidroeléctricas y al otorgamiento de derechos de aprovechamiento de aguas.",Archivado,2008/04/09,5805-12
08/04/2008,5799-11,Establece medidas de protección de los discapacitados visuales en el consumo de productos farmacéuticos.,En tramitación,2008/04/08,5799-11
02/04/2008,5793-07,Modifica el Código Civil en lo relativo al cuidado personal de los hijos cuyos padres viven separados.,Archivado,2008/04/02,5793-07
01/04/2008,5783-03,"Modifica la ley N° 19.496, que establece normas sobre protección de los derechos de los consumidores, con el objeto de establecer un etiquetado sobre consumo y emisiones de CO-2 , en vehículos motorizados livianos.",En tramitación,2008/04/01,5783-03
20/03/2008,5775-03,"Modifica la ley N° 19.496, del consumidor, estableciendo el derecho de prepago total o parcial de la deuda por parte de los consumidores.",Archivado,2008/03/20,5775-03
12/03/2008,5766-08,"Crea el Ministerio de Energía estableciendo modificaciones al D.L. 2.224, de 1978, y a otros cuerpos legales.",Publicado,2008/03/12,5766-08
11/03/2008,5763-05,Establece en forma transitoria un mecanismo de devolución del impuesto específico al petróleo diesel a favor de las empresas generadoras eléctricas.,Publicado,2008/03/11,5763-05
04/03/2008,5752-05,Establece rebaja transitoria al impuesto a las gasolinas automotrices y modifica otros cuerpos legales.,Publicado,2008/03/04,5752-05
15/01/2008,5724-26,Fija normas especiales para las empresas de menor tamaño.,Publicado,2008/01/15,5724-26
15/01/2008,5714-03,"Modifica la ley sobre protección de los derechos de los consumidores, con el objeto de considerar como proveedores a los profesionales independientes y proteger de este modo a los consumidores que contratan los servicios de abogados, médicos, contadores y dentistas, entre otros profesionales.",Archivado,2008/01/15,5714-03
08/01/2008,5687-23,"Establece un sistema institucional para el desarrollo del turismo, modifica el decreto ley N° 1.224, que crea el Servicio Nacional de Turismo y otras normas legales.",Publicado,2008/01/08,5687-23
03/01/2008,5675-03,Modifica la ley del consumidor en materia de arbitraje en el consumo.,Archivado,2008/01/03,5675-03
03/01/2008,5676-05,"Introduce modificaciones a la ley general de bancos, en lo relativo a contratos de cuenta corriente y otorgamiento de tarjetas de crédito.",Archivado,2008/01/03,5676-05
02/01/2008,5650-07,"Modifica el artículo 19 N° 1, de la Constitución Política de la República consagrando la protección de los derechos de los niños.",En tramitación,2008/01/02,5650-07
28/12/2007,5642-03,Asegura la no discriminación del consumidor.,Archivado,2007/12/28,5642-03
28/12/2007,5643-15,Regula horario de transmisión televisiva de programas para mayores de 18 años.,En tramitación,2007/12/28,5643-15
20/12/2007,5632-03,Prohíbe ofrecer créditos preaprobados a través de cajeros automáticos.,Archivado,2007/12/20,5632-03
20/12/2007,5631-03,Prohíbe la contratación de  créditos de consumo por teléfono.,En tramitación,2007/12/20,5631-03
19/12/2007,5655-08,"Impide otorgar en concesión, las sustancias radioactivas que señala.",Archivado,2007/12/19,5655-08
17/12/2007,5585-07,Rebaja a dieciséis años el requisito de edad exigido para adquirir la condición de ciudadano.,En tramitación,2007/12/17,5585-07
12/12/2007,5558-03,"Modifica la ley N° 20.009, aumentando los grados de responsabilidad de los emisores de tarjetas de crédito o débito.",En tramitación,2007/12/12,5558-03
06/12/2007,5546-15,Establece la obligación de informar la revisión de vehículos potencialmente peligrosos.,En tramitación,2007/12/06,5546-15
06/12/2007,5530-11,Sanciona a aquellos menores que ocultaren o falseen su identidad para adquirir bebidas alcohólicas.,Archivado,2007/12/06,5530-11
